#x Tg Ts u porosity solidDensity effectiveSolidHeatConductivity tortuosity_factor solidHeatCapacity specificArea extinctionCoefficient scatteringAlbedo emissivity hv insulationTransmissivity divq divSolidHeatConduction N2 H O2 OH O H2 H2O HO2 K KOH 
0.09875 2369.59 2369.59 32.2985 0.495 4320 0.183772 1 881.681 2186.49 409.967 1 0 5.01921e+06 0 0 8141.25 0.745113 6.78649e-05 0.00813246 0.00546934 0.00039541 0.00108597 0.239734 1.74716e-06 -3.33384e-23 -9.94571e-23 
0.099375 2369.8 2369.79 32.1385 0.4975 4320 0.183766 1 881.687 2174.61 407.739 1 0 4.96566e+06 0 0 7739.01 0.745113 6.76615e-05 0.0081217 0.00546305 0.000394328 0.00108432 0.239754 1.74597e-06 -3.30325e-23 -1.00248e-22 
0.1 2369.98 2369.98 31.9798 0.5 4320 0.183759 1 881.692 2162.85 405.535 1 0 4.91296e+06 0 0 8297.46 0.745113 6.74746e-05 0.00811177 0.00545726 0.000393333 0.00108281 0.239772 1.74488e-06 -3.29145e-23 -1.0092e-22 
0.10125 2370.31 2370.31 31.6667 0.505 4320 0.183751 1 881.702 2139.72 401.198 1 0 4.81003e+06 0 0 5605.39 0.745113 6.71548e-05 0.00809478 0.00544734 0.000391633 0.0010802 0.239804 1.74302e-06 -3.21774e-23 -1.01919e-22 
0.1025 2370.58 2370.58 31.3592 0.51 4320 0.183744 1 881.71 2117.08 396.953 1 0 4.71029e+06 0 0 5038.11 0.745113 6.68826e-05 0.00808028 0.00543887 0.000390184 0.00107798 0.239831 1.74143e-06 -3.19326e-23 -1.02815e-22 
0.104023 2370.86 2370.86 30.9919 0.516094 4320 0.183737 1 881.718 2090.13 391.899 1 0 4.59285e+06 0 0 3876.83 0.745113 6.6609e-05 0.00806567 0.00543034 0.000388729 0.00107574 0.239858 1.73984e-06 -3.13361e-23 -1.03891e-22 
0.105547 2371.09 2371.09 30.6326 0.522188 4320 0.183729 1 881.725 2063.85 386.972 1 0 4.47973e+06 0 0 3588.66 0.745113 6.63842e-05 0.00805363 0.00542332 0.000387532 0.0010739 0.23988 1.73854e-06 -3.08096e-23 -1.03058e-22 
0.108594 2371.41 2371.42 29.9373 0.534375 4320 0.18372 1 881.734 2013.23 377.48 1 0 4.26564e+06 0 0 1962.28 0.745113 6.60704e-05 0.0080368 0.0054135 0.000385863 0.00107132 0.239911 1.73672e-06 -2.82892e-23 -1.02825e-22 
0.114688 2371.76 2371.77 28.6347 0.55875 4320 0.183713 1 881.744 1919.09 359.829 1 0 3.881e+06 0 0 797.388 0.745113 6.57392e-05 0.008019 0.00540316 0.000384103 0.00106859 0.239944 1.73484e-06 2.0633e-23 -7.06494e-23 
0.120781 2371.95 2371.95 27.4395 0.583125 4320 0.183709 1 881.75 1833.36 343.755 1 0 3.54611e+06 0 0 416.876 0.745113 6.557e-05 0.00800988 0.00539791 0.000383205 0.00106719 0.239961 1.73391e-06 -5.34462e-23 -4.85688e-23 
0.126875 2372.05 2372.06 26.3395 0.6075 4320 0.183706 1 881.753 1754.96 329.056 1 0 3.25276e+06 0 0 178.881 0.745113 6.54869e-05 0.00800538 0.00539539 0.000382766 0.00106651 0.239969 1.7335e-06 -1.39324e-22 3.02027e-22 
0.139063 2372.15 2372.16 24.3838 0.65625 4320 0.183704 1 881.756 1616.7 303.131 1 0 2.76557e+06 0 0 37.1278 0.745113 6.54433e-05 0.00800298 0.0053943 0.000382544 0.00106616 0.239973 1.73346e-06 -1.76212e-22 -3.09895e-23 
0.15125 2372.22 2372.23 22.6983 0.705 4320 0.183702 1 881.758 1498.63 280.993 1 0 2.38019e+06 0 0 4.29229 0.745113 6.54443e-05 0.00800297 0.0053947 0.000382563 0.00106618 0.239973 1.73374e-06 -4.53619e-22 2.89008e-22 
0.163438 2372.28 2372.3 21.2309 0.75375 4320 0.1837 1 881.76 1396.63 261.868 1 0 2.07011e+06 0 0 -5.29727 0.745113 6.54628e-05 0.00800389 0.00539572 0.000382676 0.00106636 0.239971 1.73418e-06 2.21873e-23 -7.48492e-22 
0.175625 2372.35 2372.37 19.9418 0.8025 4320 0.183698 1 881.762 1307.63 245.181 1 0 1.81692e+06 0 0 -5.98228 0.745113 6.54891e-05 0.00800521 0.00539705 0.000382834 0.0010666 0.239968 1.73472e-06 -2.70661e-23 -3.43603e-22 
0.187812 2372.42 2372.44 18.8004 0.85125 4320 0.183697 1 881.764 1229.3 230.493 1 0 1.60749e+06 0 0 93.8648 0.745113 6.55196e-05 0.00800677 0.00539857 0.000383017 0.00106687 0.239964 1.73531e-06 -7.99877e-23 -2.83636e-22 
0.2 2372.42 2372.44 17.782 0.9 4320 0.183697 1 881.764 1159.82 217.466 1 0 1.43227e+06 0 0 6.78005e+06 0.745113 6.55196e-05 0.00800677 0.00539857 0.000383017 0.00106687 0.239964 1.73531e-06 -7.99824e-23 -2.83623e-22 
